alpha,mode,q,rate_meas,rate_pred,w_meas,w_pred,w_undamped,r2,n_peaks
0.02,2,0.06283185307179587,0.009999608628344881,0.01,0.44008194279968,0.4400789190401698,0.4401925203630388,0.9999999991753731,79
0.02,10,0.3141592653589793,0.010000004925214662,0.01,0.5362898221371206,0.5362927178787722,0.5363859424423801,0.999999998914351,79
0.02,30,0.9424777960769378,0.009999983490397601,0.01,1.0070448649159736,1.0070513429091692,1.0071009915868225,0.9999999973663679,79
0.05,2,0.06283185307179587,0.024999632591089414,0.025,0.4394892343652249,0.4394820303306659,0.4401925203630388,0.9999999990614862,33
0.05,10,0.3141592653589793,0.02499975301766791,0.025,0.5358031813967811,0.5358030228076363,0.5363859424423801,0.999999999216897,40
0.05,30,0.9424777960769378,0.024999962657417468,0.025,1.0067916464523117,1.0067906471829986,1.0071009915868225,0.9999999993259239,76
0.1,2,0.06283185307179587,0.04999921601128924,0.05,0.4373446849544955,0.4373436348954496,0.4401925203630388,0.9999999983005465,16
0.1,10,0.3141592653589793,0.049998833811424254,0.05,0.534045454220328,0.5340504463529643,0.5363859424423801,0.9999999969672263,20
0.1,30,0.9424777960769378,0.050000083940173586,0.05,1.005875114077729,1.0058590394559077,1.0071009915868225,0.999999998346727,38
